sister_kid_position,sister_kid_position_text,sister_kid_position_text_ab,sister_kid_position_text_F_ab,sister_kid_position_which,sister_kid_position_which_ab,sister_kid_gender,sister_kid_position_which_gender_ab,sister_kid_status,sister_kid_aliveage,sister_kid_yemendeceased,sister_kid_dieyear,sister_kid_diemonth,sister_kid_diedage,sister_kid_governorate,sister_kid_cod,PARENT_KEY,KEY
3,fourth,الرابع,الرابعة,fourth,الرابع,male,الرابع,alive,10,,,,,,,uuid:677c453a-550f-4072-bc30-37f42ac6963f/survey/siblingsyour/sister/sisteryour_kid[1],uuid:677c453a-550f-4072-bc30-37f42ac6963f/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[4]
0,first,الأول,الأولى,first,الأول,male,الأول,alive,19,,,,,,,uuid:677c453a-550f-4072-bc30-37f42ac6963f/survey/siblingsyour/sister/sisteryour_kid[2],uuid:677c453a-550f-4072-bc30-37f42ac6963f/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,17,,,,,,,uuid:677c453a-550f-4072-bc30-37f42ac6963f/survey/siblingsyour/sister/sisteryour_kid[2],uuid:677c453a-550f-4072-bc30-37f42ac6963f/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,female,الثالثة,alive,7,,,,,,,uuid:677c453a-550f-4072-bc30-37f42ac6963f/survey/siblingsyour/sister/sisteryour_kid[2],uuid:677c453a-550f-4072-bc30-37f42ac6963f/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[3]
3,fourth,الرابع,الرابعة,fourth,الرابع,male,الرابع,alive,5,,,,,,,uuid:677c453a-550f-4072-bc30-37f42ac6963f/survey/siblingsyour/sister/sisteryour_kid[2],uuid:677c453a-550f-4072-bc30-37f42ac6963f/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[4]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,18,,,,,,,uuid:5181464a-d57c-4602-9a31-2fe6cd048744/survey/siblingsyour/sister/sisteryour_kid[1],uuid:5181464a-d57c-4602-9a31-2fe6cd048744/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,female,الثانية,alive,13,,,,,,,uuid:5181464a-d57c-4602-9a31-2fe6cd048744/survey/siblingsyour/sister/sisteryour_kid[1],uuid:5181464a-d57c-4602-9a31-2fe6cd048744/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[2]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,25,,,,,,,uuid:5181464a-d57c-4602-9a31-2fe6cd048744/survey/siblingsyour/sister/sisteryour_kid[2],uuid:5181464a-d57c-4602-9a31-2fe6cd048744/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,female,الثانية,alive,20,,,,,,,uuid:5181464a-d57c-4602-9a31-2fe6cd048744/survey/siblingsyour/sister/sisteryour_kid[2],uuid:5181464a-d57c-4602-9a31-2fe6cd048744/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[2]
0,first,الأول,الأولى,,,male,,alive,1,,,,,,,uuid:5181464a-d57c-4602-9a31-2fe6cd048744/survey/siblingsyour/sister/sisteryour_kid[3],uuid:5181464a-d57c-4602-9a31-2fe6cd048744/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[1]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,17,,,,,,,uuid:c04e4b82-02ac-4505-95ff-b7ecd2e0a030/survey/siblingsyour/sister/sisteryour_kid[1],uuid:c04e4b82-02ac-4505-95ff-b7ecd2e0a030/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,female,الثانية,alive,14,,,,,,,uuid:c04e4b82-02ac-4505-95ff-b7ecd2e0a030/survey/siblingsyour/sister/sisteryour_kid[1],uuid:c04e4b82-02ac-4505-95ff-b7ecd2e0a030/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,male,الثالث,alive,10,,,,,,,uuid:c04e4b82-02ac-4505-95ff-b7ecd2e0a030/survey/siblingsyour/sister/sisteryour_kid[1],uuid:c04e4b82-02ac-4505-95ff-b7ecd2e0a030/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[3]
0,first,الأول,الأولى,first,الأول,male,الأول,alive,9,,,,,,,uuid:c04e4b82-02ac-4505-95ff-b7ecd2e0a030/survey/siblingsyour/sister/sisteryour_kid[2],uuid:c04e4b82-02ac-4505-95ff-b7ecd2e0a030/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,female,الثانية,alive,7,,,,,,,uuid:c04e4b82-02ac-4505-95ff-b7ecd2e0a030/survey/siblingsyour/sister/sisteryour_kid[2],uuid:c04e4b82-02ac-4505-95ff-b7ecd2e0a030/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[2]
0,first,الأول,الأولى,,,male,,alive,11,,,,,,,uuid:c04e4b82-02ac-4505-95ff-b7ecd2e0a030/survey/siblingsyour/sister/sisteryour_kid[3],uuid:c04e4b82-02ac-4505-95ff-b7ecd2e0a030/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[1]
0,first,الأول,الأولى,,,male,,deceased,,no,2017,,16,,,uuid:1715f4b5-fd39-4439-b837-2db9521d8fcc/survey/siblingsyour/sister/sisteryour_kid[1],uuid:1715f4b5-fd39-4439-b837-2db9521d8fcc/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[1]
0,first,الأول,الأولى,first,الأول,male,الأول,alive,22,,,,,,,uuid:34f33746-4f58-4e51-94dd-ee85c8b64bda/survey/siblingsyour/sister/sisteryour_kid[1],uuid:34f33746-4f58-4e51-94dd-ee85c8b64bda/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,19,,,,,,,uuid:34f33746-4f58-4e51-94dd-ee85c8b64bda/survey/siblingsyour/sister/sisteryour_kid[1],uuid:34f33746-4f58-4e51-94dd-ee85c8b64bda/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,female,الثالثة,alive,10,,,,,,,uuid:34f33746-4f58-4e51-94dd-ee85c8b64bda/survey/siblingsyour/sister/sisteryour_kid[1],uuid:34f33746-4f58-4e51-94dd-ee85c8b64bda/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[3]
0,first,الأول,الأولى,,,male,,alive,3,,,,,,,uuid:dda1c9d3-fe11-4602-8449-01797a0aa535/survey/siblingsyour/sister/sisteryour_kid[1],uuid:dda1c9d3-fe11-4602-8449-01797a0aa535/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[1]
0,first,الأول,الأولى,first,الأول,male,الأول,alive,10,,,,,,,uuid:fdb8ecbb-73e0-4668-b6b2-e920663ac7d3/survey/siblingsyour/sister/sisteryour_kid[1],uuid:fdb8ecbb-73e0-4668-b6b2-e920663ac7d3/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,female,الثانية,alive,8,,,,,,,uuid:fdb8ecbb-73e0-4668-b6b2-e920663ac7d3/survey/siblingsyour/sister/sisteryour_kid[1],uuid:fdb8ecbb-73e0-4668-b6b2-e920663ac7d3/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,male,الثالث,alive,4,,,,,,,uuid:fdb8ecbb-73e0-4668-b6b2-e920663ac7d3/survey/siblingsyour/sister/sisteryour_kid[1],uuid:fdb8ecbb-73e0-4668-b6b2-e920663ac7d3/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[3]
3,fourth,الرابع,الرابعة,fourth,الرابع,male,الرابع,alive,3,,,,,,,uuid:fdb8ecbb-73e0-4668-b6b2-e920663ac7d3/survey/siblingsyour/sister/sisteryour_kid[1],uuid:fdb8ecbb-73e0-4668-b6b2-e920663ac7d3/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[4]
4,fifth,الخامس,الخامسة,fifth,الخامس,male,الخامس,alive,1,,,,,,,uuid:fdb8ecbb-73e0-4668-b6b2-e920663ac7d3/survey/siblingsyour/sister/sisteryour_kid[1],uuid:fdb8ecbb-73e0-4668-b6b2-e920663ac7d3/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[5]
0,first,الأول,الأولى,first,الأول,male,الأول,alive,4,,,,,,,uuid:1b58c246-e405-4a8d-826e-3f4de89fafed/survey/siblingsyour/sister/sisteryour_kid[2],uuid:1b58c246-e405-4a8d-826e-3f4de89fafed/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,female,الثانية,alive,2,,,,,,,uuid:1b58c246-e405-4a8d-826e-3f4de89fafed/survey/siblingsyour/sister/sisteryour_kid[2],uuid:1b58c246-e405-4a8d-826e-3f4de89fafed/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[2]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,23,,,,,,,uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[1],uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,19,,,,,,,uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[1],uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,female,الثالثة,alive,15,,,,,,,uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[1],uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[3]
3,fourth,الرابع,الرابعة,fourth,الرابع,male,الرابع,alive,9,,,,,,,uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[1],uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[4]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,19,,,,,,,uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[2],uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,14,,,,,,,uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[2],uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,male,الثالث,alive,9,,,,,,,uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[2],uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[3]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,15,,,,,,,uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[3],uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,11,,,,,,,uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[3],uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,female,الثالثة,alive,1,,,,,,,uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[3],uuid:932fd64c-8927-4f79-b578-c522c9096d5e/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[3]
0,first,الأول,الأولى,first,الأول,male,الأول,alive,18,,,,,,,uuid:d89736b7-ad05-494a-9c85-4ccbd523c5c6/survey/siblingsyour/sister/sisteryour_kid[1],uuid:d89736b7-ad05-494a-9c85-4ccbd523c5c6/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,13,,,,,,,uuid:d89736b7-ad05-494a-9c85-4ccbd523c5c6/survey/siblingsyour/sister/sisteryour_kid[1],uuid:d89736b7-ad05-494a-9c85-4ccbd523c5c6/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[2]
0,first,الأول,الأولى,,,female,,alive,7,,,,,,,uuid:0d305a95-363e-415c-99cc-88a99280b53a/survey/siblingsyour/sister/sisteryour_kid[1],uuid:0d305a95-363e-415c-99cc-88a99280b53a/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[1]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,8,,,,,,,uuid:071d8356-de47-4764-bcdf-79daae409d8e/survey/siblingsyour/sister/sisteryour_kid[1],uuid:071d8356-de47-4764-bcdf-79daae409d8e/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,female,الثانية,alive,8,,,,,,,uuid:071d8356-de47-4764-bcdf-79daae409d8e/survey/siblingsyour/sister/sisteryour_kid[1],uuid:071d8356-de47-4764-bcdf-79daae409d8e/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,male,الثالث,alive,5,,,,,,,uuid:071d8356-de47-4764-bcdf-79daae409d8e/survey/siblingsyour/sister/sisteryour_kid[1],uuid:071d8356-de47-4764-bcdf-79daae409d8e/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[3]
3,fourth,الرابع,الرابعة,fourth,الرابع,female,الرابعة,alive,2,,,,,,,uuid:071d8356-de47-4764-bcdf-79daae409d8e/survey/siblingsyour/sister/sisteryour_kid[1],uuid:071d8356-de47-4764-bcdf-79daae409d8e/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[4]
0,first,الأول,الأولى,first,الأول,male,الأول,alive,5,,,,,,,uuid:071d8356-de47-4764-bcdf-79daae409d8e/survey/siblingsyour/sister/sisteryour_kid[2],uuid:071d8356-de47-4764-bcdf-79daae409d8e/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,female,الثانية,alive,3,,,,,,,uuid:071d8356-de47-4764-bcdf-79daae409d8e/survey/siblingsyour/sister/sisteryour_kid[2],uuid:071d8356-de47-4764-bcdf-79daae409d8e/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[2]
0,first,الأول,الأولى,,,male,,alive,2,,,,,,,uuid:f181c343-2478-4b69-ab2e-743df2f0347d/survey/siblingsyour/sister/sisteryour_kid[1],uuid:f181c343-2478-4b69-ab2e-743df2f0347d/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[1]
0,first,الأول,الأولى,first,الأول,male,الأول,alive,24,,,,,,,uuid:e3da7454-f609-4503-b800-6a8830fc65e0/survey/siblingsyour/sister/sisteryour_kid[1],uuid:e3da7454-f609-4503-b800-6a8830fc65e0/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,female,الثانية,alive,22,,,,,,,uuid:e3da7454-f609-4503-b800-6a8830fc65e0/survey/siblingsyour/sister/sisteryour_kid[1],uuid:e3da7454-f609-4503-b800-6a8830fc65e0/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,male,الثالث,alive,18,,,,,,,uuid:e3da7454-f609-4503-b800-6a8830fc65e0/survey/siblingsyour/sister/sisteryour_kid[1],uuid:e3da7454-f609-4503-b800-6a8830fc65e0/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[3]
3,fourth,الرابع,الرابعة,fourth,الرابع,female,الرابعة,alive,10,,,,,,,uuid:e3da7454-f609-4503-b800-6a8830fc65e0/survey/siblingsyour/sister/sisteryour_kid[1],uuid:e3da7454-f609-4503-b800-6a8830fc65e0/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[4]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,7,,,,,,,uuid:e3da7454-f609-4503-b800-6a8830fc65e0/survey/siblingsyour/sister/sisteryour_kid[2],uuid:e3da7454-f609-4503-b800-6a8830fc65e0/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,female,الثانية,alive,4,,,,,,,uuid:e3da7454-f609-4503-b800-6a8830fc65e0/survey/siblingsyour/sister/sisteryour_kid[2],uuid:e3da7454-f609-4503-b800-6a8830fc65e0/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[2]
0,first,الأول,الأولى,,,male,,alive,4,,,,,,,uuid:e3da7454-f609-4503-b800-6a8830fc65e0/survey/siblingsyour/sister/sisteryour_kid[3],uuid:e3da7454-f609-4503-b800-6a8830fc65e0/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[1]
0,first,الأول,الأولى,,,female,,alive,1,,,,,,,uuid:e3da7454-f609-4503-b800-6a8830fc65e0/survey/siblingsyour/sister/sisteryour_kid[4],uuid:e3da7454-f609-4503-b800-6a8830fc65e0/survey/siblingsyour/sister/sisteryour_kid[4]/sisteryour_kid_questions[1]
0,first,الأول,الأولى,first,الأول,male,الأول,alive,5,,,,,,,uuid:49fb5af5-29dc-404a-a403-3aadd4ae4510/survey/siblingsyour/sister/sisteryour_kid[2],uuid:49fb5af5-29dc-404a-a403-3aadd4ae4510/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,female,الثانية,alive,2,,,,,,,uuid:49fb5af5-29dc-404a-a403-3aadd4ae4510/survey/siblingsyour/sister/sisteryour_kid[2],uuid:49fb5af5-29dc-404a-a403-3aadd4ae4510/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[2]
0,first,الأول,الأولى,,,male,,alive,4,,,,,,,uuid:49fb5af5-29dc-404a-a403-3aadd4ae4510/survey/siblingsyour/sister/sisteryour_kid[3],uuid:49fb5af5-29dc-404a-a403-3aadd4ae4510/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[1]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,46,,,,,,,uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[1],uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,female,الثانية,alive,42,,,,,,,uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[1],uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,female,الثالثة,alive,30,,,,,,,uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[1],uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[3]
3,fourth,الرابع,الرابعة,fourth,الرابع,female,الرابعة,alive,28,,,,,,,uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[1],uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[4]
4,fifth,الخامس,الخامسة,fifth,الخامس,female,الخامسة,alive,25,,,,,,,uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[1],uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[5]
5,sixth,السادس,السادسة,sixth,السادس,female,السادسة,alive,20,,,,,,,uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[1],uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[6]
6,seventh,السابع,السابعة,seventh,السابع,male,السابع,alive,18,,,,,,,uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[1],uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[7]
0,first,الأول,الأولى,first,الأول,male,الأول,alive,30,,,,,,,uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[2],uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,25,,,,,,,uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[2],uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[2]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,25,,,,,,,uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[3],uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,23,,,,,,,uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[3],uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,female,الثالثة,alive,18,,,,,,,uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[3],uuid:5e614925-c042-4cfc-a2bf-895f46d771c9/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[3]
